optimus_id,age,party,ethnicity,income,marital_status,occupation_industry,vh02g,vh04g,vh06g,vh08g,vh10g,vh12g,donates_to_liberal_causes,congressional_district,vote,vote_prob
53013,53.0,4,1,1,1,14,1,1,0,0,1,0,2,3.0,0,0.1
897234,26.0,2,1,6,3,14,1,0,1,0,0,0,2,2.0,0,0.0
746675,33.0,1,1,3,3,14,0,0,0,0,1,0,2,3.0,0,0.1
136857,93.0,2,1,4,3,5,0,0,1,1,1,1,2,4.0,1,0.6
417159,26.0,2,4,4,3,14,1,1,1,0,0,0,2,4.0,0,0.0
430825,42.0,4,3,5,3,14,0,0,0,0,0,0,2,1.0,0,0.0
815013,76.0,1,1,6,3,14,1,1,1,1,1,1,2,4.0,1,0.7
46547,37.0,1,4,4,3,14,1,1,1,1,1,0,2,3.0,0,0.0
755555,32.0,4,3,6,3,14,0,0,0,0,0,0,2,3.0,0,0.0
361567,19.0,2,2,6,3,14,0,0,0,0,0,0,2,4.0,0,0.0
166056,66.0,1,1,6,1,14,1,1,1,1,1,1,2,4.0,1,0.6
879828,59.0,2,1,4,1,1,1,1,1,0,0,0,2,2.0,0,0.1
884087,58.0,4,1,3,1,14,1,1,1,1,1,1,2,2.0,0,0.1
155161,68.0,1,1,6,1,14,1,1,1,1,1,1,2,4.0,1,0.6
176643,24.0,2,1,6,3,14,0,0,0,0,0,0,2,4.0,0,0.0
236984,58.0,4,1,2,3,12,0,0,0,0,0,0,2,4.0,0,0.0
1064400,39.0,2,4,6,3,14,1,1,1,0,0,0,2,2.0,0,0.0
559451,37.0,3,1,6,3,14,1,1,1,0,0,0,2,3.0,0,0.0
794888,69.0,3,1,6,1,14,0,0,0,0,0,0,2,2.0,0,0.0
640437,62.0,1,1,4,1,14,0,0,0,0,0,0,2,3.0,0,0.0
1087819,94.0,1,1,6,3,14,1,0,1,1,1,0,2,2.0,0,0.3
581551,90.0,2,1,6,3,14,1,1,1,1,1,1,2,3.0,0,0.5
474155,31.0,2,1,6,3,14,1,0,1,0,0,0,2,1.0,0,0.0
959074,30.0,2,1,6,3,14,1,1,0,0,0,0,2,2.0,0,0.0
375121,36.0,3,2,4,3,14,1,1,1,0,0,0,2,4.0,0,0.0
165671,70.0,1,1,4,1,14,1,1,1,1,1,1,2,4.0,1,0.6
1005704,56.0,1,1,2,1,14,1,1,0,0,0,0,2,2.0,0,0.0
580281,42.0,2,3,3,2,14,1,0,0,0,0,0,2,3.0,0,0.0
111188,60.0,2,1,4,1,14,1,1,1,1,1,1,2,3.0,0,0.3
512912,22.0,4,6,4,3,14,0,0,0,0,0,0,2,1.0,0,0.0
944487,35.0,4,6,4,3,14,0,0,0,0,1,0,2,2.0,0,0.0
1036713,65.0,2,1,6,1,14,1,1,1,1,1,1,2,2.0,0,0.4
678794,34.0,3,1,6,3,14,0,0,1,0,0,0,2,1.0,0,0.0
735886,55.0,1,3,6,2,14,1,1,1,0,1,1,2,3.0,0,0.4
767047,52.0,1,1,6,1,14,1,0,0,0,0,0,2,3.0,0,0.0
27567,47.0,1,1,3,3,14,0,0,1,0,1,0,2,3.0,0,0.1
754584,30.0,1,1,6,3,14,0,0,0,0,0,0,2,3.0,0,0.0
251335,61.0,2,1,6,1,14,1,1,0,0,0,0,2,3.0,0,0.0
507388,30.0,2,1,6,3,14,1,0,1,0,1,0,2,1.0,0,0.0
461565,51.0,1,1,6,3,14,1,0,1,0,1,0,2,1.0,0,0.0
904513,24.0,2,4,6,3,14,0,1,0,0,0,0,2,2.0,0,0.0
975698,77.0,1,1,3,3,14,1,1,1,1,1,0,2,2.0,0,0.2
506671,27.0,2,3,6,3,14,0,0,0,0,0,0,2,1.0,0,0.0
220059,55.0,4,1,6,1,14,1,0,1,1,1,0,2,4.0,0,0.0
1043338,45.0,1,1,4,3,14,1,1,0,0,1,0,2,2.0,0,0.0
851001,61.0,1,1,4,1,14,1,1,1,0,0,0,2,2.0,0,0.0
1025279,55.0,1,1,2,3,14,1,1,1,1,0,1,2,2.0,0,0.4
618721,50.0,2,1,4,1,14,1,1,1,0,1,0,2,3.0,0,0.0
569245,42.0,1,1,3,1,14,1,1,1,0,1,0,2,3.0,0,0.0
452872,24.0,2,1,6,3,14,1,0,0,0,0,0,2,1.0,0,0.0
1051276,82.0,1,1,4,1,14,1,1,1,1,1,1,2,2.0,1,0.7
57722,80.0,3,1,5,3,6,1,1,1,1,1,1,2,3.0,1,0.7
121949,89.0,2,1,5,3,14,1,1,1,1,1,1,2,3.0,1,0.6
234640,32.0,1,6,6,3,14,1,1,1,1,1,0,2,4.0,0,0.0
81687,44.0,4,1,4,3,3,1,0,0,0,0,0,2,1.0,0,0.0
481729,69.0,4,1,5,3,14,1,1,1,1,1,1,2,1.0,0,0.1
609395,51.0,1,1,1,1,14,1,1,1,1,1,0,2,1.0,0,0.4
932342,70.0,1,1,6,3,14,1,0,0,0,0,0,2,2.0,0,0.1
974515,39.0,2,1,3,3,14,1,0,0,0,0,0,2,2.0,0,0.0
499875,66.0,4,1,6,3,14,1,0,1,0,1,0,2,1.0,0,0.0
32033,53.0,4,5,4,2,14,1,1,1,0,1,0,2,3.0,0,0.0
934156,41.0,3,4,6,3,14,1,0,0,0,0,0,2,2.0,0,0.0
719369,70.0,2,1,6,2,14,0,1,1,1,1,1,2,3.0,1,0.6
365979,25.0,1,1,4,3,14,0,0,0,0,0,0,2,4.0,0,0.0
128287,82.0,1,1,3,1,6,1,1,1,0,0,1,2,4.0,0,0.4
811154,29.0,1,1,6,1,14,0,0,0,0,0,0,2,2.0,0,0.0
1094323,70.0,1,1,4,2,10,1,1,1,1,1,1,2,2.0,0,0.3
466899,83.0,2,6,3,1,1,1,1,1,1,1,1,2,1.0,0,0.3
661805,50.0,2,6,6,1,14,1,0,1,1,1,1,2,3.0,0,0.3
1060700,67.0,4,1,6,2,14,1,1,1,1,1,1,2,2.0,0,0.5
530769,70.0,2,1,6,1,14,1,0,0,0,0,0,2,1.0,0,0.0
121069,37.0,1,1,3,3,14,1,1,1,0,1,1,2,3.0,0,0.0
404679,57.0,2,4,5,3,14,1,1,1,1,1,1,2,1.0,0,0.3
913013,32.0,4,6,3,3,14,1,0,0,0,0,0,2,2.0,0,0.0
717314,32.0,4,1,3,3,14,1,1,1,0,0,0,2,3.0,0,0.0
1097145,21.0,2,6,2,3,14,1,0,0,0,0,0,2,2.0,0,0.0
1029049,30.0,4,1,3,3,14,1,0,1,0,1,0,2,2.0,0,0.0
716058,50.0,1,4,6,3,14,0,0,0,0,1,0,2,3.0,0,0.0
300189,24.0,1,1,6,3,14,0,0,0,0,0,0,2,4.0,0,0.0
531851,42.0,1,1,6,1,14,1,0,0,0,0,0,2,3.0,0,0.0
879855,31.0,1,6,6,1,14,0,1,0,0,0,0,2,2.0,0,0.0
257386,49.0,1,1,1,1,14,0,0,0,0,0,0,2,3.0,0,0.0
416713,46.0,1,6,3,1,14,1,0,0,0,0,0,2,4.0,0,0.0
861167,49.0,1,6,6,3,14,0,0,1,0,0,0,2,4.0,0,0.1
1074763,30.0,2,1,4,3,14,1,0,1,0,0,0,2,2.0,0,0.0
972617,69.0,2,1,4,1,14,1,0,0,1,1,1,2,2.0,0,0.4
905069,28.0,4,6,6,3,14,1,0,0,0,0,0,2,2.0,0,0.0
167798,61.0,1,1,6,3,14,0,0,0,0,0,0,2,4.0,0,0.0
683231,63.0,2,4,6,1,14,1,1,0,0,1,0,2,1.0,0,0.0
719346,55.0,2,1,4,1,14,1,1,1,1,1,1,2,3.0,0,0.4
708877,44.0,4,4,4,3,14,1,0,0,0,0,0,2,3.0,0,0.0
705618,26.0,4,1,6,3,14,0,0,0,0,0,0,2,3.0,0,0.0
1059356,57.0,1,1,3,1,14,1,0,1,1,1,1,2,2.0,0,0.5
205210,54.0,2,1,2,1,14,1,1,1,1,1,1,2,4.0,0,0.4
799691,46.0,4,1,4,1,14,1,1,1,1,1,1,2,2.0,0,0.0
759754,62.0,1,4,3,3,14,1,1,1,1,1,1,2,3.0,0,0.2
778633,58.0,1,1,4,1,14,1,1,1,1,1,1,2,2.0,0,0.3
899671,53.0,1,6,6,3,14,1,0,0,0,0,0,2,2.0,0,0.1
268249,62.0,1,1,2,3,4,1,1,1,1,1,1,2,4.0,0,0.2
515207,84.0,2,1,6,3,14,1,1,1,1,1,0,2,1.0,0,0.2
618450,84.0,2,3,4,3,14,1,1,1,1,1,1,2,3.0,0,0.5
484178,52.0,1,1,3,3,12,1,1,1,1,1,1,1,1.0,0,0.4
469098,54.0,3,1,4,1,14,1,0,1,0,1,0,2,1.0,0,0.1
502832,36.0,2,1,6,3,14,1,0,1,0,0,0,2,1.0,0,0.0
338984,55.0,2,6,6,3,14,1,1,1,0,0,0,2,1.0,0,0.0
613338,38.0,1,1,4,3,3,1,1,1,1,1,0,2,1.0,0,0.0
790282,66.0,1,6,3,1,14,1,1,1,0,0,0,2,2.0,0,0.1
801789,28.0,4,1,3,3,14,1,0,0,0,0,0,2,2.0,0,0.0
102899,51.0,2,1,2,3,14,1,0,1,1,1,0,2,3.0,0,0.1
888282,33.0,4,1,3,3,14,1,0,0,0,0,0,2,2.0,0,0.0
542977,34.0,4,3,6,3,14,1,0,0,0,0,0,2,1.0,0,0.0
973231,65.0,1,1,3,1,1,1,1,1,1,1,1,2,2.0,0,0.5
511635,34.0,4,1,5,3,11,0,0,0,0,0,0,2,1.0,0,0.0
648169,85.0,2,1,5,2,7,1,0,0,0,0,0,2,1.0,0,0.2
714961,52.0,1,1,6,2,14,1,1,1,1,1,1,2,3.0,0,0.5
878361,72.0,1,1,6,3,14,1,0,0,0,0,0,2,2.0,0,0.0
880380,42.0,2,4,4,3,4,1,0,1,0,1,1,2,2.0,0,0.1
768523,35.0,2,1,3,3,14,1,0,1,0,0,0,2,3.0,0,0.0
499677,54.0,2,4,6,3,14,1,1,1,0,0,0,2,1.0,0,0.0
4731,55.0,1,6,4,1,5,1,0,1,1,1,0,2,2.0,0,0.4
433547,66.0,3,3,3,1,3,1,1,1,0,1,0,2,1.0,0,0.1
560607,42.0,2,6,4,3,14,1,0,0,0,0,0,2,3.0,0,0.0
90463,87.0,1,6,4,1,14,1,1,1,1,1,1,2,1.0,0,0.4
250364,77.0,2,1,1,1,5,1,1,0,0,0,0,2,3.0,0,0.3
78929,48.0,1,1,2,3,3,0,0,0,0,1,0,2,3.0,0,0.0
605327,31.0,2,1,6,3,14,1,0,0,0,0,0,2,3.0,0,0.0
632203,32.0,2,1,6,3,14,1,0,0,0,0,0,2,3.0,0,0.0
663449,71.0,1,2,4,1,14,1,1,1,1,1,1,2,3.0,0,0.1
1082217,70.0,1,1,6,1,14,1,0,0,0,0,0,2,4.0,0,0.0
36470,24.0,4,6,6,2,14,0,0,0,0,0,0,2,3.0,0,0.0
1009276,26.0,4,1,3,3,14,1,1,1,0,0,0,2,2.0,0,0.0
384438,68.0,2,1,4,1,14,1,1,1,1,1,1,2,1.0,0,0.3
794266,54.0,4,1,6,3,5,1,1,1,0,0,0,2,2.0,0,0.1
287102,74.0,4,1,4,3,14,1,0,0,0,0,0,2,4.0,0,0.0
121740,75.0,1,1,4,3,7,0,1,1,0,0,0,2,3.0,0,0.1
197152,38.0,2,1,3,3,14,0,0,0,0,0,0,2,4.0,0,0.0
59882,60.0,1,1,3,1,14,1,1,1,1,1,1,2,3.0,0,0.2
196653,40.0,2,1,4,3,14,1,1,1,0,0,0,2,4.0,0,0.0
390767,77.0,2,1,4,3,14,1,0,1,1,1,0,2,4.0,0,0.3
624822,60.0,2,1,3,3,3,1,1,1,1,1,0,2,3.0,0,0.1
477462,74.0,1,1,6,3,14,1,0,0,0,0,0,2,1.0,0,0.0
836623,61.0,2,4,3,3,2,1,0,0,0,0,0,2,2.0,0,0.0
1093132,54.0,1,1,4,1,14,1,1,1,1,1,1,2,2.0,0,0.2
175554,60.0,3,1,3,3,14,0,0,0,0,0,0,2,4.0,0,0.0
50842,79.0,1,1,2,3,14,1,1,1,1,1,0,2,3.0,0,0.4
420800,72.0,1,1,3,1,4,1,1,1,1,1,1,2,4.0,1,0.8
87154,47.0,1,3,6,2,14,1,1,1,1,1,1,2,3.0,0,0.0
840569,32.0,2,1,6,3,14,1,0,1,0,0,0,2,2.0,0,0.0
613869,55.0,2,4,6,3,14,0,0,0,0,0,0,2,1.0,0,0.0
827640,84.0,1,1,5,1,5,1,1,1,1,1,1,2,4.0,0,0.4
361475,63.0,2,2,5,3,14,0,0,1,0,0,0,2,4.0,0,0.0
862970,70.0,1,1,4,1,14,1,1,1,1,1,1,2,4.0,1,0.6
548891,41.0,2,1,6,3,14,0,0,0,0,0,0,2,3.0,0,0.0
74577,50.0,2,3,2,3,14,1,0,1,1,1,1,2,1.0,0,0.0
971370,69.0,2,1,4,1,14,1,1,1,1,1,1,2,2.0,0,0.4
381736,33.0,2,1,6,3,14,0,0,0,0,0,0,2,4.0,0,0.0
357073,56.0,2,1,4,1,14,1,1,1,1,1,1,2,4.0,1,0.6
36494,37.0,4,6,2,1,14,1,1,1,1,1,0,2,3.0,0,0.0
11007,75.0,2,1,6,3,14,0,0,0,0,0,0,2,1.0,0,0.0
355373,19.0,2,1,6,3,14,0,0,0,0,0,0,2,4.0,0,0.0
754643,46.0,4,5,1,3,14,0,0,0,0,0,0,2,3.0,0,0.0
881852,68.0,4,1,6,3,14,1,1,1,1,0,0,2,2.0,0,0.0
1047061,29.0,1,1,6,3,14,1,0,0,0,0,0,2,2.0,0,0.0
748450,51.0,2,1,3,1,14,1,1,1,1,1,1,2,3.0,0,0.4
1071361,41.0,4,4,3,3,6,1,1,0,0,0,0,2,2.0,0,0.0
507701,78.0,2,1,2,1,4,1,1,1,1,1,1,2,1.0,1,0.8
1064494,67.0,2,1,1,1,14,1,1,1,1,1,1,2,2.0,1,0.6
682201,71.0,4,3,6,3,14,0,0,0,0,0,0,2,1.0,0,0.0
774085,59.0,4,1,6,3,14,1,0,0,0,1,0,2,2.0,0,0.0
695660,73.0,1,1,3,3,14,0,0,0,1,0,0,2,3.0,0,0.0
548237,66.0,2,1,3,1,14,1,1,1,1,1,0,2,3.0,0,0.1
427480,27.0,4,4,5,3,14,1,0,1,0,0,0,2,1.0,0,0.0
837702,53.0,1,1,4,3,14,1,1,1,1,1,0,2,2.0,0,0.1
492091,21.0,4,1,4,3,14,1,0,0,0,0,0,2,1.0,0,0.0
321786,35.0,1,4,6,3,14,1,0,1,0,1,1,2,4.0,0,0.2
902570,66.0,2,4,2,1,14,1,1,1,1,1,1,2,2.0,0,0.4
133108,44.0,1,4,4,1,2,1,1,0,0,0,0,2,4.0,0,0.0
134960,23.0,2,4,3,3,14,1,1,0,0,0,0,2,4.0,0,0.0
761445,79.0,4,1,4,1,5,1,1,1,1,1,1,2,1.0,0,0.5
279817,42.0,4,1,5,1,5,1,1,1,1,1,0,2,4.0,0,0.0
178096,31.0,2,1,3,1,14,1,1,1,1,1,0,2,4.0,0,0.0
529420,48.0,4,1,4,3,14,1,0,1,0,0,0,2,1.0,0,0.0
845228,35.0,4,1,6,3,14,0,0,0,0,0,0,2,2.0,0,0.0
767422,51.0,4,1,4,3,14,1,1,1,1,1,1,2,3.0,0,0.3
1084912,91.0,1,1,1,3,5,1,1,1,1,1,1,2,2.0,1,0.6
240494,65.0,4,4,4,3,1,0,0,0,0,0,0,2,4.0,0,0.0
103022,40.0,1,1,3,3,14,0,0,0,0,0,0,2,3.0,0,0.0
202105,69.0,2,1,6,1,14,1,1,1,1,1,0,2,4.0,0,0.1
341083,59.0,2,4,3,3,14,1,1,1,1,1,1,2,1.0,0,0.2
14678,73.0,4,1,6,1,14,0,0,0,0,0,0,2,3.0,0,0.0
313590,41.0,2,2,6,3,14,1,0,0,0,0,0,2,4.0,0,0.0
1091414,54.0,2,6,6,3,14,1,1,1,1,1,1,2,2.0,0,0.3
452177,68.0,1,6,4,3,7,1,1,1,0,0,0,2,1.0,0,0.1
648542,34.0,2,4,3,3,14,1,1,1,0,0,0,2,1.0,0,0.0
1058839,24.0,1,1,3,3,14,1,1,0,0,0,0,2,2.0,0,0.0
518010,48.0,2,4,6,3,14,0,0,0,0,0,0,2,1.0,0,0.0
665410,25.0,4,4,6,3,14,0,0,0,0,0,0,2,1.0,0,0.0
397294,24.0,2,4,6,3,14,1,1,0,0,0,0,2,1.0,0,0.0
813931,50.0,2,1,3,1,14,1,0,0,0,0,0,2,2.0,0,0.0
91712,21.0,1,6,6,3,14,0,0,0,0,0,0,2,1.0,0,0.0
1052668,27.0,3,3,6,3,14,1,0,0,0,0,0,2,2.0,0,0.0
614885,72.0,2,4,4,3,14,1,1,1,1,1,1,2,1.0,0,0.2
458920,55.0,3,1,6,2,14,0,0,0,0,0,0,2,1.0,0,0.0
808708,56.0,4,1,4,3,3,1,1,1,1,1,1,2,2.0,0,0.1
629860,51.0,1,2,3,2,14,1,0,1,1,1,1,2,3.0,0,0.5
685159,77.0,4,1,4,1,5,1,1,1,0,1,0,2,1.0,0,0.4
281621,24.0,1,1,6,3,14,1,1,0,0,0,0,2,4.0,0,0.0
1008493,24.0,1,1,3,3,14,1,1,0,0,0,0,2,2.0,0,0.0
240827,48.0,1,1,3,3,14,1,1,1,1,1,1,2,4.0,0,0.3
1027219,71.0,2,1,6,3,14,1,1,1,1,1,1,2,2.0,0,0.5
211649,67.0,3,6,2,3,5,1,1,1,1,0,0,2,4.0,0,0.0
756397,67.0,4,1,6,3,14,0,0,0,0,0,0,2,3.0,0,0.0
993994,54.0,2,4,6,1,14,0,0,0,0,0,0,2,2.0,0,0.0
797326,37.0,2,1,6,3,14,1,0,1,0,1,0,2,2.0,0,0.0
576768,60.0,1,1,6,3,14,0,0,0,0,0,0,2,1.0,0,0.0
1063790,49.0,1,1,3,2,14,1,0,1,0,1,0,2,2.0,0,0.0
964676,30.0,4,1,2,1,14,1,0,0,0,0,0,2,2.0,0,0.0
835366,61.0,1,1,3,1,14,1,1,1,1,1,0,2,2.0,0,0.1
834184,26.0,4,1,6,3,14,0,0,1,0,0,0,2,2.0,0,0.0
184264,56.0,1,1,3,1,14,1,1,1,1,1,1,2,4.0,1,0.7
381977,62.0,2,4,6,3,14,1,0,0,0,1,0,2,4.0,0,0.0
572434,45.0,1,3,6,3,14,0,0,0,0,1,0,2,3.0,0,0.0
567907,56.0,2,4,2,3,14,0,0,0,0,0,0,2,3.0,0,0.0
984728,57.0,1,1,6,3,14,0,0,0,0,0,0,2,2.0,0,0.0
900043,22.0,1,1,6,3,14,0,0,0,0,0,0,2,2.0,0,0.0
1065462,56.0,2,5,1,3,9,1,0,1,0,1,0,2,2.0,0,0.1
431881,45.0,4,1,3,3,14,0,0,0,0,0,0,2,1.0,0,0.0
870026,70.0,2,1,4,1,14,0,0,1,0,0,0,2,4.0,0,0.0
427330,57.0,4,1,5,3,14,1,0,0,0,0,0,2,1.0,0,0.0
548320,48.0,4,1,2,3,14,1,0,1,0,0,0,2,3.0,0,0.0
642540,28.0,2,4,6,3,14,0,0,0,0,0,0,2,3.0,0,0.0
184520,80.0,4,1,4,3,14,1,1,1,1,1,0,2,4.0,0,0.2
810134,68.0,3,1,4,3,14,0,0,0,0,0,0,2,2.0,0,0.0
629818,24.0,2,1,3,3,14,1,1,0,0,0,0,2,3.0,0,0.0
230190,60.0,4,1,6,3,14,1,1,1,1,1,1,2,4.0,0,0.0
507301,86.0,4,6,5,1,14,1,1,1,0,1,0,2,1.0,0,0.1
887563,25.0,4,1,6,3,14,0,0,0,0,0,0,2,2.0,0,0.0
76447,29.0,2,1,6,3,14,1,0,0,0,0,0,2,1.0,0,0.0
101196,38.0,1,4,4,1,4,1,1,1,1,1,1,2,3.0,0,0.1
119185,57.0,1,1,3,1,3,1,1,1,1,0,0,2,3.0,0,0.1
671252,56.0,1,1,2,3,14,0,0,1,0,0,0,2,3.0,0,0.0
408141,49.0,2,1,4,3,14,0,0,0,0,0,0,2,4.0,0,0.0
584678,73.0,1,1,6,3,14,1,0,0,0,0,0,2,1.0,0,0.1
426062,86.0,2,1,5,1,5,1,0,0,1,1,1,2,4.0,0,0.4
334120,53.0,1,1,3,1,4,1,1,1,0,1,0,2,4.0,0,0.2
664476,25.0,4,1,6,3,14,1,0,0,0,0,0,2,3.0,0,0.0
476544,70.0,2,1,4,3,14,1,1,1,1,1,1,2,1.0,1,0.6
171752,43.0,2,1,4,3,1,1,0,0,0,0,0,2,4.0,0,0.0
872052,69.0,1,1,3,1,5,1,1,1,1,1,0,2,4.0,0,0.1
466975,24.0,3,1,6,3,14,0,0,0,0,0,0,2,1.0,0,0.0
1046333,55.0,4,1,4,3,14,1,1,0,1,0,1,2,2.0,0,0.3
704421,61.0,1,1,4,1,14,0,0,0,0,0,0,2,3.0,0,0.0
652911,26.0,1,1,4,3,14,0,0,1,0,0,0,2,1.0,0,0.0
856784,51.0,1,1,5,2,3,1,0,0,0,0,0,2,4.0,0,0.2
787160,58.0,1,1,1,1,14,1,1,1,0,0,0,2,2.0,0,0.0
926720,29.0,3,6,6,3,14,1,1,0,0,0,0,2,2.0,0,0.0
225193,84.0,2,1,6,3,14,1,1,0,0,0,1,2,4.0,0,0.2
1035962,57.0,2,1,3,1,14,1,1,1,1,1,1,2,2.0,0,0.3
964493,69.0,2,1,4,3,1,1,1,1,1,1,1,2,2.0,0,0.3
739282,84.0,2,1,3,3,5,1,1,1,0,1,0,2,3.0,0,0.4
12858,23.0,4,1,3,3,14,0,1,0,0,0,0,2,3.0,0,0.0
793481,55.0,1,4,2,1,14,1,1,1,1,1,1,2,2.0,0,0.5
890921,68.0,1,4,6,3,14,1,0,1,0,0,0,2,2.0,0,0.0
1021587,59.0,4,1,6,3,14,0,0,0,0,0,0,2,2.0,0,0.0
524113,19.0,2,4,6,3,14,0,0,0,0,0,0,2,1.0,0,0.0
1002067,41.0,3,5,4,1,14,1,1,1,1,1,0,2,2.0,0,0.0
473260,39.0,4,4,4,1,14,1,0,0,0,0,0,2,1.0,0,0.0
534852,19.0,2,3,6,3,14,0,0,0,0,0,0,2,3.0,0,0.0
834540,28.0,1,1,4,3,3,0,0,1,0,0,0,2,2.0,0,0.0
288861,20.0,4,1,6,3,14,0,0,0,0,0,0,2,4.0,0,0.0
770694,41.0,2,4,4,3,14,1,1,0,0,0,0,2,3.0,0,0.0
87823,54.0,1,1,4,3,14,0,1,1,0,0,0,2,1.0,0,0.1
236122,32.0,3,1,4,3,14,1,1,0,0,0,0,2,4.0,0,0.0
979225,60.0,2,1,2,3,14,1,1,1,1,0,1,2,2.0,0,0.4
1011386,60.0,1,1,3,1,4,1,1,1,1,1,1,2,2.0,1,0.6
902569,64.0,2,4,2,1,3,1,1,0,1,1,1,2,2.0,0,0.2
219614,44.0,4,1,5,3,4,1,1,1,0,1,1,2,4.0,0,0.1
675094,69.0,2,1,6,3,14,1,0,1,1,1,0,2,3.0,0,0.1
870444,69.0,2,5,4,3,5,1,1,1,1,1,0,2,4.0,0,0.4
226636,60.0,2,4,4,3,7,1,1,1,1,0,0,2,4.0,0,0.1
537475,94.0,1,1,4,3,14,1,1,1,1,1,1,2,1.0,0,0.5
90295,26.0,1,1,6,3,14,0,1,0,0,0,0,2,1.0,0,0.0
375911,65.0,4,1,6,3,14,1,0,1,1,1,0,2,4.0,0,0.0
228865,21.0,2,2,6,3,14,0,0,0,0,0,0,2,4.0,0,0.0
506064,81.0,3,6,6,1,14,1,1,1,1,1,1,2,1.0,0,0.5
638414,20.0,1,4,6,3,14,0,0,0,0,0,0,2,3.0,0,0.0
216425,23.0,4,1,4,3,14,0,0,0,0,0,0,2,4.0,0,0.0
144068,53.0,1,1,3,1,5,1,1,1,1,1,1,2,4.0,0,0.4
951313,32.0,1,1,4,3,14,1,0,0,0,0,0,2,2.0,0,0.0
348455,62.0,1,1,6,3,14,0,1,0,0,1,0,2,1.0,0,0.0
446596,85.0,2,6,4,3,14,0,0,0,0,0,0,2,1.0,0,0.1
967782,66.0,1,1,4,1,14,1,1,0,0,0,0,2,2.0,0,0.0
330125,39.0,2,6,3,2,14,0,0,0,0,0,0,2,4.0,0,0.0
803539,30.0,1,1,6,3,14,1,1,1,1,1,0,2,2.0,0,0.0
349932,82.0,1,1,6,3,14,1,0,0,0,0,0,2,1.0,0,0.0
564303,52.0,1,1,2,3,14,1,1,1,1,1,1,2,3.0,0,0.3
705329,29.0,1,1,4,3,3,0,0,1,0,0,0,2,3.0,0,0.0
528460,66.0,2,4,2,3,14,1,1,1,0,1,1,2,1.0,0,0.4
638934,56.0,1,1,6,2,14,1,1,1,0,1,1,2,3.0,0,0.5
260064,70.0,4,5,1,3,5,1,1,1,1,1,0,2,4.0,0,0.1
318461,60.0,4,5,1,3,14,1,1,1,0,1,0,2,1.0,0,0.1
384514,46.0,1,1,6,3,14,1,0,0,0,0,0,2,1.0,0,0.0
1042570,20.0,3,1,6,3,14,0,0,0,0,0,0,2,2.0,0,0.0
1091295,31.0,1,6,3,3,14,0,0,0,0,0,0,2,2.0,0,0.0
261701,43.0,4,1,4,3,14,0,0,0,0,0,0,2,4.0,0,0.0
297487,65.0,1,1,2,1,14,0,0,0,0,0,0,2,4.0,0,0.0
206246,29.0,4,1,6,3,14,1,0,1,0,0,0,2,4.0,0,0.0
709265,58.0,2,1,3,1,5,1,1,1,1,1,0,2,3.0,0,0.3
1091106,70.0,2,1,6,3,14,1,1,1,0,1,0,2,2.0,0,0.0
1093283,20.0,1,4,6,3,14,0,0,0,0,0,0,2,2.0,0,0.0
82256,33.0,2,1,6,3,14,1,0,1,0,0,0,2,1.0,0,0.0
411667,24.0,2,1,4,3,7,1,0,0,0,0,0,2,4.0,0,0.0
756341,58.0,2,4,6,3,14,1,1,1,1,1,1,2,3.0,0,0.2
778121,64.0,2,4,4,3,14,1,1,1,1,0,1,2,2.0,0,0.2
316720,80.0,2,1,2,1,14,1,1,1,1,1,1,2,4.0,1,0.7
853405,54.0,2,1,3,3,14,1,1,1,1,1,1,2,4.0,1,0.7
66786,45.0,4,6,1,1,14,1,1,1,1,1,1,2,3.0,0,0.2
99490,47.0,4,3,6,3,14,1,1,0,0,0,0,2,3.0,0,0.0
422907,23.0,2,4,6,3,14,0,1,0,0,0,0,2,1.0,0,0.0
1022024,57.0,4,1,4,1,14,1,1,0,0,0,0,2,2.0,0,0.0
407914,31.0,4,4,5,3,14,1,0,0,0,0,0,2,4.0,0,0.0
219858,66.0,1,4,6,3,14,0,0,1,0,0,0,2,4.0,0,0.0
862396,86.0,2,1,6,1,14,1,1,1,1,1,1,2,4.0,1,0.8
926350,64.0,1,1,6,2,14,0,1,1,1,0,0,2,2.0,0,0.1
499658,68.0,2,4,5,2,14,1,0,1,0,1,0,2,1.0,0,0.0
51389,35.0,4,1,6,1,14,1,0,1,0,1,0,2,3.0,0,0.0
569596,47.0,1,1,3,1,14,1,1,0,1,0,0,2,3.0,0,0.0
221710,59.0,2,4,3,3,14,1,1,1,0,0,0,2,4.0,0,0.0
759030,68.0,2,4,6,1,14,1,1,1,1,1,0,2,3.0,0,0.2
119177,58.0,1,1,3,1,14,1,0,1,0,0,0,2,3.0,0,0.0
642549,69.0,1,6,5,3,14,1,1,1,1,1,1,2,3.0,1,0.6
250393,31.0,4,1,4,2,14,1,0,1,0,0,0,2,3.0,0,0.0
38508,31.0,4,2,6,3,14,1,0,0,0,0,0,2,3.0,0,0.0
846147,36.0,2,1,3,3,14,0,0,0,0,0,0,2,2.0,0,0.0
722409,60.0,4,1,3,1,14,1,1,1,1,0,0,2,3.0,0,0.1
391302,26.0,2,1,6,3,14,1,0,0,0,0,0,2,4.0,0,0.0
977787,71.0,1,1,6,3,14,1,1,1,1,1,0,2,2.0,0,0.3
860734,34.0,3,1,6,3,14,0,0,1,0,0,0,2,4.0,0,0.0
